Year,Meet,Elevation
2016,NAU Tune Up 2016,
2012,NAU Tune-Up,
2017,NC Wesleyan Dual,
2017,NC Wesleyan VS Barton College Dual,
2019,NC Wesleyan XC Classic,
2014,NCAA D-2 Indoor T&F Team Challenge at SPIRE,
2013,NCAA D-II Team Challenge,
2012,NCAA DII Atlantic Region XC Championships,
2018,NCAA DII West Region Preview,
2019,NCAA Division I Cross Country Championships,
2016,NCAA Division I Great Lakes Region Cross Country Championships,
2019,NCAA Division I Great Lakes Region Cross Country Championships,
2018,NCAA Division I Midwest Region Cross Country Championships,
2019,NCAA Division I South Central Region Cross Country Championships,
2018,NCAA Division I South Region Cross Country Championships,
2017,NCAA Division I South Region Cross Country Championships,
2017,NCAA Division I Southeast Region Cross Country Championships,
2018,NCAA Division I Southeast Region Cross Country Championships,
2019,NCAA Division II Atlantic Region Cross Country Championships,
2018,NCAA Division II Atlantic Region Cross Country Championships,
2017,NCAA Division II Atlantic Region Cross Country Championships,
2014,NCAA Division II Atlantic Region Cross Country Championships,
2015,NCAA Division II Atlantic Region Cross Country Championships,
2013,NCAA Division II Atlantic Region Cross Country Championships,
2016,NCAA Division II Atlantic Region Cross Country Championships,
2012,NCAA Division II Central Championships,
2014,NCAA Division II Central Region Cross Country Championships,
2017,NCAA Division II Central Region Cross Country Championships,
2018,NCAA Division II Central Region Cross Country Championships,
2019,NCAA Division II Central Region Cross Country Championships,
2016,NCAA Division II Central Region Cross Country Championships,
2015,NCAA Division II Central Region Cross Country Championships,
2013,NCAA Division II Central Region Cross Country Championships,
2019,NCAA Division II Cross Country Championships,
2016,NCAA Division II Cross Country Championships,
2015,NCAA Division II Cross Country Championships,
2013,NCAA Division II Cross Country Championships,
2017,NCAA Division II Cross Country Championships,
2018,NCAA Division II Cross Country Championships,
2014,NCAA Division II East Region Cross Country Championship,
2016,NCAA Division II East Region Cross Country Championships,
2017,NCAA Division II East Region Cross Country Championships,
2019,NCAA Division II East Region Cross Country Championships,
2018,NCAA Division II East Region Cross Country Championships,
2013,NCAA Division II East Region Cross Country Championships,
2012,NCAA Division II East Region Cross Country Championships,
2015,NCAA Division II East Region Cross County Championships,
2011,NCAA Division II Indoor Championships,
2012,NCAA Division II Indoor Championships,
2010,NCAA Division II Indoor Championships,
2019,NCAA Division II Indoor Track & Field Championships,
2015,NCAA Division II Indoor Track & Field Championships,
2017,NCAA Division II Indoor Track & Field Championships,
2018,NCAA Division II Indoor Track & Field Championships,
2016,NCAA Division II Indoor Track & Field Championships,
2013,NCAA Division II Indoor Track & Field Championships,
2014,NCAA Division II Indoor Track & Field Championships,
2015,NCAA Division II Midwest Cross Country Championships,
2016,NCAA Division II Midwest Region Cross Country Championships,
2017,NCAA Division II Midwest Region Cross Country Championships,
2019,NCAA Division II Midwest Region Cross Country Championships,
2013,NCAA Division II Midwest Region Cross Country Championships,
2010,NCAA Division II Midwest Region Cross Country Championships,
2014,NCAA Division II Midwest Region Cross Country Championships,
2018,NCAA Division II Midwest Region Cross Country Championships,
2012,NCAA Division II Midwest Region Cross Country Championships,
2015,NCAA Division II National Championships,
2013,NCAA Division II Outdoor Championships,
2010,NCAA Division II Outdoor Championships,
2014,NCAA Division II Outdoor Championships,
2012,NCAA Division II Outdoor Track & Field Championships,
2015,NCAA Division II Outdoor Track & Field Championships,
2016,NCAA Division II Outdoor Track & Field Championships,
2019,NCAA Division II Outdoor Track & Field Championships,
2017,NCAA Division II Outdoor Track & Field Championships,
2018,NCAA Division II Outdoor Track & Field Championships,
2016,NCAA Division II South Central Region Cross Country Championships,
2015,NCAA Division II South Central Region Cross Country Championships,
2019,NCAA Division II South Central Region Cross Country Championships,
2017,NCAA Division II South Central Region Cross Country Championships,
2012,NCAA Division II South Central Region Cross Country Championships,
2018,NCAA Division II South Central Region Cross Country Championships,
2013,NCAA Division II South Central Region Cross Country Championships,
2014,NCAA Division II South Central Region Cross Country Championships,
2018,NCAA Division II South Region Cross Country Championships,
2014,NCAA Division II South Region Cross Country Championships,
2016,NCAA Division II South Region Cross Country Championships,
2015,NCAA Division II South Region Cross Country Championships,
2012,NCAA Division II South Region Cross Country Championships,
2017,NCAA Division II South Region Cross Country Championships,
2013,NCAA Division II South Region Cross Country Championships,
2019,NCAA Division II South Region Cross Country Championships,
2014,NCAA Division II Southeast Region Cross Country Championship,
2019,NCAA Division II Southeast Region Cross Country Championships,
2015,NCAA Division II Southeast Region Cross Country Championships,
2017,NCAA Division II Southeast Region Cross Country Championships,
2012,NCAA Division II Southeast Region Cross Country Championships,
2018,NCAA Division II Southeast Region Cross Country Championships,
2013,NCAA Division II Southeast Region Cross Country Championships,
2016,NCAA Division II Southeast Region Cross Country Championships,
2011,NCAA Division II Team Challenge,
2012,NCAA Division II Team Challenge,
2014,NCAA Division II West Region Cross Country Championship,
2015,NCAA Division II West Region Cross Country Championships,
2017,NCAA Division II West Region Cross Country Championships,
2019,NCAA Division II West Region Cross Country Championships,
2012,NCAA Division II West Region Cross Country Championships,
2016,NCAA Division II West Region Cross Country Championships,
2013,NCAA Division II West Region Cross Country Championships,
2018,NCAA Division II West Region Cross Country Championships,
2010,NCAA II Team Challenge,
2017,NCC Cardinal Classic,
2016,NCC Cardinal Classic - 2016,
2013,NCC Cardinal Classic 2013,
2015,NCC Dr. Keeler Track & Field Invitational,
2013,NCC Dr. Keeler Track & Field Meet,
2019,NCC Dr. Keeler Track & Field Meet,
2016,NCC Dr. Keeler Track & Field Meet - 2016,
2014,NCC Dr. Keeler Track & Field Meet 2014,
2017,NCC Dr. Keeler Track Field Invitational - 2017,
2019,NCC F. Lee Slick Track & Field Invitational,
2020,NCC F.L. Slick Track & Field Invitational-2020,
2013,NCC First Chance Track & Field Invitational,
2017,NCC Gregory Final Qualifier - 2017,
2020,NCC Pat Heenan Track & Field Invitational-2020,
2018,NCCAA Championship,
2012,NCCAA Championships,
2013,NCCAA Cross Country Championships,
2012,NCCAA Cross Country Championships,
2017,NCCAA Cross Country National Championships,
2016,NCCAA Cross Country National Championships,
2010,NCCAA Indoor Championships,
2014,NCCAA Indoor Track & Field Championship,
2015,NCCAA Indoor Track & Field Championships,
2012,NCCAA Indoor Track & Field Championships,
2013,NCCAA Indoor Track & Field National Championships,
2011,NCCAA Indoor Track & Field National Championships,
2011,NCCAA National Championships,
2018,NCCAA National Championships,
2016,NCCAA National Championships 2016,
2019,NCCAA National XC Championships,
2019,NCCAA Outdoor Track & Field Championships,
2014,NCCAA Outdoor Track & Field Championships,
2013,NCCAA Outdoor Track & Field Championships,
2015,NCCAA Outdoor Track & Field Championships,
2010,NCCAA Outdoor Track & Field Championships,
2014,NCCAA XC Championships,
2015,NCCAA XC Championships,
2012,NCRunners Elite Last Chance Meet,
2019,NDNU Argonaut Invitational,
2018,NDNU Argonaut Invitational,
2010,NDSU Bison Classic,
2012,NDSU Bison Invitational,
2012,NDSU Bison Open,
2012,NDSU Bison Outdoor Open,
2013,NDSU Tune-up,
2012,NE 10 Conference Championships,
2018,NEICAAA Cross Country Championship,
2017,NEICAAA Cross Country Championship,
2014,NEICAAA Cross Country Championship,
2012,NEICAAA Indoor Track & Field Championship,
2020,NEICAAA Indoor Track & Field Championship  Jan 31 -,
2013,NEICAAA Indoor Track & Field Championships,
2011,NEICAAA Indoor Track & Field Championships,
2019,NEICAAA Indoor Track & Field Championships,
2015,NEICAAA Indoor Track & Field Championships,
2018,NEICAAA Indoor Track & Field Championships,
2014,NEICAAA Indoor Track & Field Championships  Feb 28 -,
2017,NEICAAA Indoor Track and Field Championships,
2013,NEICAAA New England Championship,
2011,NEICAAA Outdoor Track & Field Championship,
2012,NEICAAA Outdoor Track & Field Championship,
2010,NEICAAA Outdoor Track & Field Championship,
2013,NEICAAA Outdoor Track & Field Championships,
2014,NEICAAA Outdoor Track & Field Championships,
2018,NEICAAA Outdoor Track & Field Championships,
2017,NEICAAA Outdoor Track & Field Championships,
2016,NEICAAA Outdoor Track & Field Championships,
2015,NEICAAA Track and Field Outdoor Championship,
2015,NEICAAA XC Championship,
2016,NEICAAA XC Championship,
2019,NIU Huskie Classic,
2018,NJCAA Championship,
2017,NJCAA D1 Cross Country Championships,
2018,NJCAA D1 National Championships,
2019,NJCAA DI Outdoor Track & Field Championships,
2017,NJCAA DI Outdoor Track & Field National Championships,
2019,NJCAA Division I Cross Country Championships,
2018,NJCAA Division I Outdoor Championships,
2017,NJCAA Indoor Championships,
2019,NJCAA Indoor Track & Field Championships,
2017,NJCAA Region IX Championships Open,
2018,NJCAA Region VI XC Championships,
2017,NJCAA Region XI Championships,
2018,NJCAA Region XI Indoor Championships,
2013,NJIT Highlander XC Challenge D2/D3,
2017,NMJC Cross Country Invitational,
2018,NMJC Cross Country Invitational 2018,
2019,NMJC Cross Country Invitational 2019,
2015,NMJC Cross Country Open,
2019,NMJC Ross Black Open,
2019,NNU Invitational & Multis,
2019,NNU Open,
2018,NSIC Championships,
2012,NSIC Championships,
2010,NSIC Conference Indoor Championships,
2019,NSIC Confernece Championship,
2020,NSIC Indoor Challenge,
2013,NSIC Indoor Championships,
2017,NSIC Indoor Conference Championships,
2012,NSIC Indoor Conference Championships,
2016,NSIC Indoor Conference Championships,
2011,NSIC Indoor Track & Field Championship,
2015,NSIC Indoor Track & Field Championships,
2011,NSIC Outdoor Championship 2011,
2013,NSIC Outdoor Championships,
2012,NSIC Outdoor Track & Field Championships,
2014,NSIC Outdoor Track & Field Championships,
2016,NSIC Outdoor Track and Field Meet,
2018,NSIC Preview,
2018,NSIC Track and Field Indoor Championship,
2014,NSIC Track and Field Indoor Championship 2014  Feb 28 -,
2014,NSU Open,
2013,NSU Open,
2016,NSU Twilight,
2011,NWU Indoor Invitational,
2012,NWU Invitational,
2016,NWU Spring Invitational,
2013,NWU Spring Open,
2013,NYC Gotham Cup,
2011,NYC Gotham Cup,
2016,NYC Gotham Cup,
2014,NYC Gotham Cup,
2015,NYC Gotham Cup,
2010,NYC Gotham Cup,
2016,NYC Metro Champs,
2015,NYC Metro Champs,
2013,NYRR College Night at the Armory I,
2011,NYRR Saturday Night at the Armory I,
2009,NYU Fastrack Invitational,
2010,NYU Fastrack Invite,
2014,NYU Team Challenge,
2014,National Catholic Cross Country Invitational,
2013,National Catholic Cross Country Invitational,
2016,National Catholic Cross Country Invitational,
2015,National Catholic Cross Country Invitational,
2017,National Catholic Invitational,
2019,National Catholic Invitational,
2012,Navy Invitational,
2016,Navy v. Franklin Pierce,
2016,Nazareth College ROC City Track & Field Classic,
2017,Nazareth College ROC City Track & Field Classic,
2015,Nazareth College ROC City Track & Field Classic,
2014,Nebraska Invitational,
2014,Nebraska Tune Up,
2015,Nebraska Tune-Up,
2010,New Balance Boston Twilight Meet#1,
2015,New Captains Classic & Combined Events,
2018,New Captains Classic & Combined Events,
2019,New England Outdoor Championship - NEICAAA,
2011,New Hampshire - Holy Cross - Stonehill - Worcester St,
2012,New Hampshire vs Holy Cross vs Stonehill vs Worcester State,
2016,New Mexico Cherry & Silver,
2017,New Mexico Cherry & Silver,
2011,New Mexico Cherry & Silver Invitational,
2013,New Mexico Cherry & Silver Invitational,
2012,New Mexico Cherry & Silver Invitational,
2015,New Mexico Classic,
2019,New Mexico Classic,
2017,New Mexico Classic,
2014,New Mexico Classic,
2016,New Mexico Classic,
2018,New Mexico Classic,
2010,New Mexico Classic & Combined,
2013,New Mexico Collegiate Classic,
2012,New Mexico Collegiate Classic,
2011,New Mexico Collegiate Classic & Combined,
2013,New Mexico Collegiate Invitational,
2012,New Mexico Collegiate Invitational,
2011,New Mexico Collegiate Invitational,
2013,New Mexico Don Kirby Open,
2011,New Mexico Tailwind Invitational,
2012,New Mexico Tailwind Invitational,
2020,New Mexico Team Open,
2015,Newman and ESU Dual,
2012,Niswonger Foundation Invitational,
2011,Niswonger Invitational,
2017,Non Division 1,
2010,North Carolina A&T Murray Neely Invitational,
2015,North Central College Cardinal Classic Track & Field Meet,
2018,North Central College Dr. Keeler Meet,
2019,North Dakota Indoor Open,
2017,North Florida Invitational,
2018,North Florida Invitational,
2014,North Florida Invitational,
2019,North Florida Spring Break Invitational,
2015,North Florida Twilight Meet,
2017,North Texas Ken Garland Invitational,
2017,Northeast 10 XC Championship,
2019,Northeast Conference Championship,
2012,Northeast Ohio Invitational,
2014,Northeast Ohio Invitational,
2013,Northeast Ohio Quad - Akron,
2010,Northeast Ohio Quad @ Akron,
2018,Northeast-10 Cross Country Championships,
2019,Northeast-10 Cross Country Championships,
2016,Northeast-10 Cross Country Championships,
2017,Northeast-10 Indoor Championship,
2019,Northeast-10 Indoor Track & Field Championships,
2013,Northeast-10 Indoor Track & Field Championships,
2014,Northeast-10 Indoor Track & Field Championships,
2012,Northeast-10 Indoor Track & Field Championships,
2011,Northeast-10 Indoor Track & Field Championships,
2010,Northeast-10 Indoor Track & Field Championships,
2020,Northeast-10 Indoor Track & Field Championships,
2015,Northeast-10 Indoor Track & Field Championships,
2016,Northeast-10 Indoor Track and Field Championships,
2015,Northeast-10 Men's Cross Country Championships,
2012,Northeast-10 Outdoor Track & Field Championships,
2015,Northeast-10 Outdoor Track & Field Championships,
2018,Northeast-10 Outdoor Track & Field Championships,
2019,Northeast-10 Outdoor Track & Field Championships,
2013,Northeast-10 Outdoor Track & Field Championships,
2011,Northeast-10 Outdoor Track & Field Championships,
2014,Northeast-10 Outdoor Track & Field Championships,
2016,Northeast-10 Outdoor Track & Field Championships,
2017,Northeast-10 Outdoor Track & Field Championships,
2010,Northeast-10 Outdoor Track & Field Championships,
2015,Northeast-10 Preview Meet @ St.Michael's College,
2014,Northeast-10 XC Conference Championship,
2012,Northeastern Jay Carisella Invitational,
2011,Northeastern Jay Carisella Invitational,
2011,Northeastern Solomon Husky Invitational,
2012,Northeastern Spring Open,
2010,Northeastern Spring Open,
2016,Northern Challenge,
2019,Northern Challenge 2019,
2018,Northern Michigan Challenge 2018,
2015,Northern Sun Conference Championships,
2010,Northern Sun Conference Championships,
2015,Northern Sun Conference Meet,
2020,Northern Sun Indoor Track & Field Championships,
2018,Northern Sun Intercollegiate Conference Championships,
2014,Northern Sun Intercollegiate Conference XC Championships,
2013,Northridge Invitational,
2011,Northridge Invitational,
2012,Northridge Invitational,
2010,Northridge Invitational,
2015,Northwest Ohio Invitational,
2017,Northwest Ohio Invitational,
2014,Northwest Ohio Invitational,
2016,Northwest Ohio Invitational,
2012,Northwest Ohio Invitational,
2014,Northwest Open,
2016,Northwest Open,
2012,Northwest Open,
2014,Northwest Open 2014,
2019,Northwestern Oklahoma Invitational,
2014,Northwestern Red Raider Open 2014,
2019,Northwood Invitational,
2014,Northwood Invite,
2015,Northwood Invite,
2014,Northwood Open,
2011,Northwood Open,
2010,Northwood Open and Multis,
2013,Notre Dame Cross Country Invitational,
2014,Notre Dame Cross Country Invitational,
2012,Notre Dame XC Invitational,
2017,Nova Sharks Invitational,
2018,Nova Sharks Invitational,
2013,OBU (Bison) Inv,
2017,OBU Early Outdoor Invitational,
2019,OBU Early Outdoor Invite,
2014,OBU Invitational,
2013,OBU Invitational,
2014,OBU Last Chance,
2015,OBU Last Chance II,
2015,OBU Outdoor Invitational,
2012,OC Indoor Invitational #2,
2012,OIC/AMC Invitational Championships,
2016,ONU Invitational,
2019,ONU Invite 2019,
2009,OREGON RELAYS,
2016,OSU Cowboy Jamboree,
2017,OSU Cowboy Jamboree Men's 8K (Black),
2015,OSU High Performance  Apr 30 -,
2014,OSU High Performance - Colleges,
2014,OSU High Performance - Individuals / Clubs,
2018,OSU High Performance Meet,
2014,OSU Invitational,
2015,OWU Invitational,
2012,Oberlin Inter-Regional Rumble,
2013,Occidental Distance Carnival,
2010,Occidental Distance Carnival,
2009,Occidental Distance Carnival (Club/Unattached),
2016,Occidental Distance Carnival Spring Break Classic,
2015,Occidental Distance Carnival Spring Classic,
2014,Occidental Distance Carnival and Sprints Festival,
2015,Occidental Invitational (College/University),
